id,firstName,age,city,bio,interests,photo,subscription,email,dailyFlashesUsed,lastFlashReset,isTestProfile,createdAt
68,Claudine,67,Grenoble,"Ex-cadre d'entreprise, je savoure enfin le temps libre pour mes loisirs favoris.","[""Natation"",""Bridge"",""Bénévolat""]",https://randomuser.me/api/portraits/women/19.jpg,premium,claudine67@example.com,0,2025-06-29 18:56:22.39709,t,2025-06-29 18:56:22.39709
69,Éliane,69,Toulon,"Amoureuse de la nature, je profite de ma retraite pour découvrir de nouveaux horizons.","[""Musique"",""Photographie"",""Cyclisme""]",https://randomuser.me/api/portraits/women/90.jpg,premium,éliane69@example.com,0,2025-06-29 18:56:22.504049,t,2025-06-29 18:56:22.504049
70,Janine,68,Perpignan,"Artiste amateur, je peins et dessine pour exprimer ma créativité.","[""Théâtre"",""Jardinage""]",https://randomuser.me/api/portraits/women/58.jpg,premium,janine68@example.com,0,2025-06-29 18:56:22.609366,t,2025-06-29 18:56:22.609366
71,Ginette,58,Rennes,"Amoureuse de la nature, je profite de ma retraite pour découvrir de nouveaux horizons.","[""Cinéma"",""Cuisine"",""Tricot"",""Lecture""]",https://randomuser.me/api/portraits/women/30.jpg,premium,ginette58@example.com,0,2025-06-29 18:56:22.714598,t,2025-06-29 18:56:22.714598
72,Denise,55,Angers,"Ex-cadre d'entreprise, je savoure enfin le temps libre pour mes loisirs favoris.","[""Nature"",""Natation""]",https://randomuser.me/api/portraits/women/41.jpg,gold,denise55@example.com,0,2025-06-29 18:56:22.822348,t,2025-06-29 18:56:22.822348
73,Paulette,62,Besançon,"Passionnée par la vie, j'aime partager de bons moments autour d'un bon repas.","[""Cinéma"",""Lecture""]",https://randomuser.me/api/portraits/women/35.jpg,gratuit,paulette62@example.com,0,2025-06-29 18:56:22.927563,t,2025-06-29 18:56:22.927563
74,Jeannine,53,Dijon,"Ex-cadre d'entreprise, je savoure enfin le temps libre pour mes loisirs favoris.","[""Art"",""Bénévolat"",""Peinture""]",https://randomuser.me/api/portraits/women/66.jpg,premium,jeannine53@example.com,0,2025-06-29 18:56:23.032919,t,2025-06-29 18:56:23.032919
75,Yvette,52,Limoges,"Sportive dans l'âme, je maintiens ma forme et cherche un partenaire actif.","[""Théâtre"",""Peinture"",""Cuisine""]",https://randomuser.me/api/portraits/women/64.jpg,gold,yvette52@example.com,0,2025-06-29 18:56:23.138408,t,2025-06-29 18:56:23.138408
76,Andrée,63,Lille,"Passionnée par la vie, j'aime partager de bons moments autour d'un bon repas.","[""Voyages"",""Jardinage"",""Lecture""]",https://randomuser.me/api/portraits/women/50.jpg,gold,andrée63@example.com,0,2025-06-29 18:56:23.243841,t,2025-06-29 18:56:23.243841
77,Odette,70,Toulouse,"Épicurien dans l'âme, j'apprécie les plaisirs simples de la vie.","[""Art"",""Cinéma""]",https://randomuser.me/api/portraits/women/28.jpg,gratuit,odette70@example.com,0,2025-06-29 18:56:23.350054,t,2025-06-29 18:56:23.350054
78,Jean,61,Besançon,"Ancien professeur, je cultive ma curiosité à travers les voyages et la lecture.","[""Animaux"",""Bridge"",""Tricot""]",https://randomuser.me/api/portraits/men/10.jpg,gold,jean61@example.com,0,2025-06-29 18:56:23.455572,t,2025-06-29 18:56:23.455572
79,Pierre,63,Nice,"Retraité actif, je partage mon temps entre mes petits-enfants et mes passions.","[""Jardinage"",""Cuisine"",""Yoga"",""Lecture""]",https://randomuser.me/api/portraits/men/82.jpg,gratuit,pierre63@example.com,0,2025-06-29 18:56:23.560693,t,2025-06-29 18:56:23.560693
80,Michel,68,Lille,"Veuve depuis peu, je souhaite retrouver la joie de partager avec quelqu'un de spécial.","[""Danse"",""Marche"",""Nature"",""Natation""]",https://randomuser.me/api/portraits/men/29.jpg,premium,michel68@example.com,0,2025-06-29 18:56:23.666416,t,2025-06-29 18:56:23.666416
81,André,53,Dijon,"Ex-cadre d'entreprise, je savoure enfin le temps libre pour mes loisirs favoris.","[""Musique"",""Peinture"",""Photographie""]",https://randomuser.me/api/portraits/men/70.jpg,premium,andré53@example.com,0,2025-06-29 18:56:23.771699,t,2025-06-29 18:56:23.771699
82,Philippe,50,Nice,"Artiste amateur, je peins et dessine pour exprimer ma créativité.","[""Cinéma"",""Pétanque"",""Cyclisme""]",https://randomuser.me/api/portraits/men/46.jpg,gratuit,philippe50@example.com,0,2025-06-29 18:56:23.876813,t,2025-06-29 18:56:23.876813
83,Alain,55,Bordeaux,"Ancien professeur, je cultive ma curiosité à travers les voyages et la lecture.","[""Randonnée"",""Animaux"",""Musique""]",https://randomuser.me/api/portraits/men/96.jpg,gold,alain55@example.com,0,2025-06-29 18:56:23.98273,t,2025-06-29 18:56:23.98273
84,Bernard,69,Aix-en-Provence,"Retraité actif, je partage mon temps entre mes petits-enfants et mes passions.","[""Peinture"",""Marche""]",https://randomuser.me/api/portraits/men/27.jpg,gratuit,bernard69@example.com,0,2025-06-29 18:56:24.087858,t,2025-06-29 18:56:24.087858
85,Robert,63,Perpignan,"Épicurien dans l'âme, j'apprécie les plaisirs simples de la vie.","[""Lecture"",""Peinture""]",https://randomuser.me/api/portraits/men/43.jpg,gold,robert63@example.com,0,2025-06-29 18:56:24.193439,t,2025-06-29 18:56:24.193439
86,Jacques,56,Clermont-Ferrand,"Ancien professeur, je cultive ma curiosité à travers les voyages et la lecture.","[""Lecture"",""Photographie"",""Bricolage"",""Peinture""]",https://randomuser.me/api/portraits/men/60.jpg,premium,jacques56@example.com,0,2025-06-29 18:56:24.29869,t,2025-06-29 18:56:24.29869
87,Daniel,73,Metz,"Veuve depuis peu, je souhaite retrouver la joie de partager avec quelqu'un de spécial.","[""Photographie"",""Jardinage"",""Yoga""]",https://randomuser.me/api/portraits/men/30.jpg,gold,daniel73@example.com,0,2025-06-29 18:56:24.403888,t,2025-06-29 18:56:24.403888
88,Claude,63,Besançon,"Passionnée par la vie, j'aime partager de bons moments autour d'un bon repas.","[""Histoire"",""Marche""]",https://randomuser.me/api/portraits/men/75.jpg,gratuit,claude63@example.com,0,2025-06-29 18:56:24.509339,t,2025-06-29 18:56:24.509339
89,Gérard,75,Lille,"Épicurien dans l'âme, j'apprécie les plaisirs simples de la vie.","[""Bénévolat"",""Pétanque"",""Randonnée"",""Cuisine""]",https://randomuser.me/api/portraits/men/6.jpg,gratuit,gérard75@example.com,0,2025-06-29 18:56:24.614538,t,2025-06-29 18:56:24.614538
90,François,75,Perpignan,"Passionnée par la vie, j'aime partager de bons moments autour d'un bon repas.","[""Yoga"",""Musique"",""Pétanque"",""Nature""]",https://randomuser.me/api/portraits/men/39.jpg,premium,françois75@example.com,0,2025-06-29 18:56:24.719654,t,2025-06-29 18:56:24.719654
91,Roger,70,Nice,"Ex-cadre d'entreprise, je savoure enfin le temps libre pour mes loisirs favoris.","[""Photographie"",""Cyclisme"",""Peinture""]",https://randomuser.me/api/portraits/men/61.jpg,gold,roger70@example.com,0,2025-06-29 18:56:24.824772,t,2025-06-29 18:56:24.824772
92,Marcel,67,Aix-en-Provence,"Artiste amateur, je peins et dessine pour exprimer ma créativité.","[""Danse"",""Théâtre"",""Randonnée""]",https://randomuser.me/api/portraits/men/44.jpg,gratuit,marcel67@example.com,0,2025-06-29 18:56:24.928902,t,2025-06-29 18:56:24.928902
93,Christian,74,Rennes,"Amoureuse de la nature, je profite de ma retraite pour découvrir de nouveaux horizons.","[""Cinéma"",""Lecture"",""Bridge"",""Photographie""]",https://randomuser.me/api/portraits/men/70.jpg,gratuit,christian74@example.com,0,2025-06-29 18:56:25.034345,t,2025-06-29 18:56:25.034345
94,Henri,71,Rennes,"Amoureuse de la nature, je profite de ma retraite pour découvrir de nouveaux horizons.","[""Voyages"",""Yoga"",""Animaux""]",https://randomuser.me/api/portraits/men/47.jpg,gratuit,henri71@example.com,0,2025-06-29 18:56:25.139582,t,2025-06-29 18:56:25.139582
95,Louis,66,Limoges,"Ancien professeur, je cultive ma curiosité à travers les voyages et la lecture.","[""Cyclisme"",""Marche"",""Histoire""]",https://randomuser.me/api/portraits/men/46.jpg,gold,louis66@example.com,0,2025-06-29 18:56:25.245341,t,2025-06-29 18:56:25.245341
96,Paul,54,Metz,"Grand-père comblé, je cherche une compagne pour profiter pleinement de la retraite.","[""Bricolage"",""Cuisine"",""Tricot"",""Danse""]",https://randomuser.me/api/portraits/men/10.jpg,premium,paul54@example.com,0,2025-06-29 18:56:25.355423,t,2025-06-29 18:56:25.355423
97,Maurice,71,Tours,"Passionnée par la vie, j'aime partager de bons moments autour d'un bon repas.","[""Jardinage"",""Bénévolat"",""Cyclisme""]",https://randomuser.me/api/portraits/men/89.jpg,gold,maurice71@example.com,0,2025-06-29 18:56:25.478746,t,2025-06-29 18:56:25.478746
98,Raymond,59,Nantes,"Épicurien dans l'âme, j'apprécie les plaisirs simples de la vie.","[""Randonnée"",""Marche"",""Lecture""]",https://randomuser.me/api/portraits/men/5.jpg,gratuit,raymond59@example.com,0,2025-06-29 18:56:25.584582,t,2025-06-29 18:56:25.584582
99,Lucien,70,Amiens,"Grand-père comblé, je cherche une compagne pour profiter pleinement de la retraite.","[""Marche"",""Tricot"",""Nature"",""Cuisine""]",https://randomuser.me/api/portraits/men/19.jpg,premium,lucien70@example.com,0,2025-06-29 18:56:25.689864,t,2025-06-29 18:56:25.689864
100,Albert,70,Angers,"Passionnée par la vie, j'aime partager de bons moments autour d'un bon repas.","[""Peinture"",""Animaux""]",https://randomuser.me/api/portraits/men/78.jpg,gratuit,albert70@example.com,0,2025-06-29 18:56:25.795168,t,2025-06-29 18:56:25.795168
101,Georges,75,Strasbourg,"Retraité actif, je partage mon temps entre mes petits-enfants et mes passions.","[""Cuisine"",""Art"",""Marche"",""Cinéma""]",https://randomuser.me/api/portraits/men/57.jpg,premium,georges75@example.com,0,2025-06-29 18:56:25.900338,t,2025-06-29 18:56:25.900338
102,René,68,Angers,"Retraité actif, je partage mon temps entre mes petits-enfants et mes passions.","[""Jardinage"",""Cinéma"",""Bénévolat"",""Tricot""]",https://randomuser.me/api/portraits/men/71.jpg,premium,rené68@example.com,0,2025-06-29 18:56:26.005502,t,2025-06-29 18:56:26.005502
103,"",50,"","",[],https://randomuser.me/api/portraits/men/95.jpg,gratuit,,0,2025-06-29 19:00:45.411115,f,2025-06-29 19:00:45.411115
104,tom,62,montpellier,"",[],https://randomuser.me/api/portraits/men/71.jpg,gratuit,,0,2025-06-29 19:05:24.461924,f,2025-06-29 19:05:24.461924
105,fqsdf,56,PARIS,"",[],https://randomuser.me/api/portraits/men/26.jpg,gratuit,,0,2025-06-29 19:21:49.001758,f,2025-06-29 19:21:49.001758
106,Utilisateur Démo,60,Paris,Bienvenue dans votre application de rencontre !,"[""Voyages"",""Lecture"",""Cuisine""]",https://randomuser.me/api/portraits/women/45.jpg,gratuit,walewski.th@gmail.com,0,2025-06-29 19:45:25.724569,f,2025-06-29 19:45:25.724569
107,Marie,75,Le Havre,"Artiste amateur, je peins et dessine pour exprimer ma créativité.","[""Art"",""Jardinage""]",https://randomuser.me/api/portraits/women/66.jpg,premium,marie75@example.com,0,2025-06-29 20:04:42.821606,t,2025-06-29 20:04:42.821606
108,Françoise,56,Besançon,"Sportive dans l'âme, je maintiens ma forme et cherche un partenaire actif.","[""Jardinage"",""Cyclisme"",""Randonnée""]",https://randomuser.me/api/portraits/women/63.jpg,gold,françoise56@example.com,0,2025-06-29 20:04:42.956194,t,2025-06-29 20:04:42.956194
109,Nicole,72,Toulouse,"Artiste amateur, je peins et dessine pour exprimer ma créativité.","[""Randonnée"",""Photographie"",""Bricolage"",""Tricot""]",https://randomuser.me/api/portraits/women/49.jpg,premium,nicole72@example.com,0,2025-06-29 20:04:43.060013,t,2025-06-29 20:04:43.060013
110,Sylvie,53,Marseille,"Ancien professeur, je cultive ma curiosité à travers les voyages et la lecture.","[""Jardinage"",""Cuisine""]",https://randomuser.me/api/portraits/women/57.jpg,premium,sylvie53@example.com,0,2025-06-29 20:04:43.162653,t,2025-06-29 20:04:43.162653
111,Catherine,71,Aix-en-Provence,"Sportive dans l'âme, je maintiens ma forme et cherche un partenaire actif.","[""Photographie"",""Bridge"",""Peinture""]",https://randomuser.me/api/portraits/women/56.jpg,gratuit,catherine71@example.com,0,2025-06-29 20:04:43.266977,t,2025-06-29 20:04:43.266977
112,Christine,75,Amiens,"Ancien professeur, je cultive ma curiosité à travers les voyages et la lecture.","[""Bricolage"",""Randonnée""]",https://randomuser.me/api/portraits/women/67.jpg,premium,christine75@example.com,0,2025-06-29 20:04:43.370355,t,2025-06-29 20:04:43.370355
113,Brigitte,61,Limoges,"Amoureuse de la nature, je profite de ma retraite pour découvrir de nouveaux horizons.","[""Yoga"",""Art""]",https://randomuser.me/api/portraits/women/55.jpg,premium,brigitte61@example.com,0,2025-06-29 20:04:43.47282,t,2025-06-29 20:04:43.47282
114,Martine,60,Nantes,"Veuve depuis peu, je souhaite retrouver la joie de partager avec quelqu'un de spécial.","[""Randonnée"",""Cuisine"",""Nature""]",https://randomuser.me/api/portraits/women/52.jpg,premium,martine60@example.com,0,2025-06-29 20:04:43.57755,t,2025-06-29 20:04:43.57755
115,Monique,69,Rennes,"Sportive dans l'âme, je maintiens ma forme et cherche un partenaire actif.","[""Jardinage"",""Musique"",""Danse""]",https://randomuser.me/api/portraits/women/54.jpg,gratuit,monique69@example.com,0,2025-06-29 20:04:43.682396,t,2025-06-29 20:04:43.682396
116,Jacqueline,69,Brest,"Retraité actif, je partage mon temps entre mes petits-enfants et mes passions.","[""Randonnée"",""Cuisine"",""Art""]",https://randomuser.me/api/portraits/women/48.jpg,gratuit,jacqueline69@example.com,0,2025-06-29 20:04:43.787137,t,2025-06-29 20:04:43.787137
117,Danielle,51,Clermont-Ferrand,"Épicurien dans l'âme, j'apprécie les plaisirs simples de la vie.","[""Théâtre"",""Cinéma"",""Jardinage""]",https://randomuser.me/api/portraits/women/41.jpg,gold,danielle51@example.com,0,2025-06-29 20:04:43.889619,t,2025-06-29 20:04:43.889619
118,Annie,56,Paris,"Artiste amateur, je peins et dessine pour exprimer ma créativité.","[""Musique"",""Nature"",""Théâtre"",""Randonnée""]",https://randomuser.me/api/portraits/women/41.jpg,gold,annie56@example.com,0,2025-06-29 20:04:43.992912,t,2025-06-29 20:04:43.992912
119,Colette,65,Metz,"Veuve depuis peu, je souhaite retrouver la joie de partager avec quelqu'un de spécial.","[""Bénévolat"",""Musique"",""Danse""]",https://randomuser.me/api/portraits/women/47.jpg,gratuit,colette65@example.com,0,2025-06-29 20:04:44.096367,t,2025-06-29 20:04:44.096367
120,Simone,62,Besançon,"Amoureuse de la nature, je profite de ma retraite pour découvrir de nouveaux horizons.","[""Randonnée"",""Lecture"",""Jardinage"",""Yoga""]",https://randomuser.me/api/portraits/women/56.jpg,gratuit,simone62@example.com,0,2025-06-29 20:04:44.200243,t,2025-06-29 20:04:44.200243
121,Michèle,62,Paris,"Sportive dans l'âme, je maintiens ma forme et cherche un partenaire actif.","[""Peinture"",""Tricot""]",https://randomuser.me/api/portraits/women/56.jpg,gratuit,michèle62@example.com,0,2025-06-29 20:04:44.304198,t,2025-06-29 20:04:44.304198
122,Claudine,72,Nantes,"Grand-père comblé, je cherche une compagne pour profiter pleinement de la retraite.","[""Tricot"",""Voyages""]",https://randomuser.me/api/portraits/women/51.jpg,gold,claudine72@example.com,0,2025-06-29 20:04:44.408796,t,2025-06-29 20:04:44.408796
123,Éliane,66,Angers,"Veuve depuis peu, je souhaite retrouver la joie de partager avec quelqu'un de spécial.","[""Nature"",""Histoire"",""Musique"",""Lecture""]",https://randomuser.me/api/portraits/women/56.jpg,gold,éliane66@example.com,0,2025-06-29 20:04:44.511717,t,2025-06-29 20:04:44.511717
124,Janine,55,Grenoble,"Retraité actif, je partage mon temps entre mes petits-enfants et mes passions.","[""Photographie"",""Cinéma"",""Yoga"",""Natation""]",https://randomuser.me/api/portraits/women/57.jpg,gratuit,janine55@example.com,0,2025-06-29 20:04:44.615206,t,2025-06-29 20:04:44.615206
125,Ginette,73,Lille,"Retraité actif, je partage mon temps entre mes petits-enfants et mes passions.","[""Yoga"",""Danse"",""Jardinage"",""Photographie""]",https://randomuser.me/api/portraits/women/44.jpg,gratuit,ginette73@example.com,0,2025-06-29 20:04:44.719147,t,2025-06-29 20:04:44.719147
126,Denise,74,Lyon,"Épicurien dans l'âme, j'apprécie les plaisirs simples de la vie.","[""Histoire"",""Nature""]",https://randomuser.me/api/portraits/women/57.jpg,gratuit,denise74@example.com,0,2025-06-29 20:04:44.822114,t,2025-06-29 20:04:44.822114
127,Paulette,50,Tours,"Passionnée par la vie, j'aime partager de bons moments autour d'un bon repas.","[""Photographie"",""Bénévolat"",""Peinture""]",https://randomuser.me/api/portraits/women/64.jpg,gratuit,paulette50@example.com,0,2025-06-29 20:04:44.92611,t,2025-06-29 20:04:44.92611
128,Jeannine,75,Marseille,"Grand-père comblé, je cherche une compagne pour profiter pleinement de la retraite.","[""Théâtre"",""Musique"",""Cinéma""]",https://randomuser.me/api/portraits/women/45.jpg,gold,jeannine75@example.com,0,2025-06-29 20:04:45.029612,t,2025-06-29 20:04:45.029612
129,Yvette,51,Lyon,"Ancien professeur, je cultive ma curiosité à travers les voyages et la lecture.","[""Randonnée"",""Bénévolat"",""Cuisine""]",https://randomuser.me/api/portraits/women/53.jpg,premium,yvette51@example.com,0,2025-06-29 20:04:45.131545,t,2025-06-29 20:04:45.131545
130,Andrée,64,Rennes,"Veuve depuis peu, je souhaite retrouver la joie de partager avec quelqu'un de spécial.","[""Art"",""Peinture"",""Cinéma"",""Randonnée""]",https://randomuser.me/api/portraits/women/43.jpg,gratuit,andrée64@example.com,0,2025-06-29 20:04:45.235669,t,2025-06-29 20:04:45.235669
131,Odette,60,Strasbourg,"Retraité actif, je partage mon temps entre mes petits-enfants et mes passions.","[""Voyages"",""Cyclisme""]",https://randomuser.me/api/portraits/women/48.jpg,premium,odette60@example.com,0,2025-06-29 20:04:45.343346,t,2025-06-29 20:04:45.343346
132,Jean,52,Limoges,"Grand-père comblé, je cherche une compagne pour profiter pleinement de la retraite.","[""Art"",""Cuisine"",""Marche"",""Nature""]",https://randomuser.me/api/portraits/men/67.jpg,gold,jean52@example.com,0,2025-06-29 20:04:45.446961,t,2025-06-29 20:04:45.446961
133,Pierre,70,Tours,"Amoureuse de la nature, je profite de ma retraite pour découvrir de nouveaux horizons.","[""Bénévolat"",""Natation"",""Pétanque"",""Histoire""]",https://randomuser.me/api/portraits/men/59.jpg,premium,pierre70@example.com,0,2025-06-29 20:04:45.550287,t,2025-06-29 20:04:45.550287
134,Michel,54,Toulouse,"Ex-cadre d'entreprise, je savoure enfin le temps libre pour mes loisirs favoris.","[""Histoire"",""Jardinage"",""Voyages"",""Cuisine""]",https://randomuser.me/api/portraits/men/59.jpg,gold,michel54@example.com,0,2025-06-29 20:04:45.653166,t,2025-06-29 20:04:45.653166
135,André,63,Toulouse,"Ancien professeur, je cultive ma curiosité à travers les voyages et la lecture.","[""Randonnée"",""Cinéma""]",https://randomuser.me/api/portraits/men/51.jpg,gratuit,andré63@example.com,0,2025-06-29 20:04:45.756419,t,2025-06-29 20:04:45.756419
136,Philippe,52,Le Havre,"Ancien professeur, je cultive ma curiosité à travers les voyages et la lecture.","[""Animaux"",""Art""]",https://randomuser.me/api/portraits/men/47.jpg,gratuit,philippe52@example.com,0,2025-06-29 20:04:45.858586,t,2025-06-29 20:04:45.858586
137,Alain,65,Nice,"Ex-cadre d'entreprise, je savoure enfin le temps libre pour mes loisirs favoris.","[""Tricot"",""Randonnée""]",https://randomuser.me/api/portraits/men/45.jpg,premium,alain65@example.com,0,2025-06-29 20:04:45.96145,t,2025-06-29 20:04:45.96145
138,Bernard,73,Lyon,"Passionnée par la vie, j'aime partager de bons moments autour d'un bon repas.","[""Musique"",""Histoire"",""Bricolage"",""Randonnée""]",https://randomuser.me/api/portraits/men/65.jpg,gratuit,bernard73@example.com,0,2025-06-29 20:04:46.064449,t,2025-06-29 20:04:46.064449
139,Robert,70,Nantes,"Ancien professeur, je cultive ma curiosité à travers les voyages et la lecture.","[""Danse"",""Lecture"",""Jardinage""]",https://randomuser.me/api/portraits/men/48.jpg,gratuit,robert70@example.com,0,2025-06-29 20:04:46.16774,t,2025-06-29 20:04:46.16774
140,Jacques,75,Lyon,"Retraité actif, je partage mon temps entre mes petits-enfants et mes passions.","[""Bridge"",""Musique""]",https://randomuser.me/api/portraits/men/59.jpg,gold,jacques75@example.com,0,2025-06-29 20:04:46.271376,t,2025-06-29 20:04:46.271376
141,Daniel,72,Tours,"Épicurien dans l'âme, j'apprécie les plaisirs simples de la vie.","[""Tricot"",""Nature"",""Art""]",https://randomuser.me/api/portraits/men/49.jpg,gratuit,daniel72@example.com,0,2025-06-29 20:04:46.374952,t,2025-06-29 20:04:46.374952
142,Claude,56,Tours,"Artiste amateur, je peins et dessine pour exprimer ma créativité.","[""Lecture"",""Randonnée"",""Bénévolat"",""Art""]",https://randomuser.me/api/portraits/men/60.jpg,gold,claude56@example.com,0,2025-06-29 20:04:46.478282,t,2025-06-29 20:04:46.478282
143,Gérard,73,Villeurbanne,"Veuve depuis peu, je souhaite retrouver la joie de partager avec quelqu'un de spécial.","[""Peinture"",""Cyclisme"",""Tricot"",""Randonnée""]",https://randomuser.me/api/portraits/men/68.jpg,gold,gérard73@example.com,0,2025-06-29 20:04:46.580647,t,2025-06-29 20:04:46.580647
144,François,63,Nantes,"Passionnée par la vie, j'aime partager de bons moments autour d'un bon repas.","[""Yoga"",""Théâtre""]",https://randomuser.me/api/portraits/men/69.jpg,gold,françois63@example.com,0,2025-06-29 20:04:46.684396,t,2025-06-29 20:04:46.684396
145,Roger,57,Strasbourg,"Artiste amateur, je peins et dessine pour exprimer ma créativité.","[""Lecture"",""Yoga"",""Jardinage""]",https://randomuser.me/api/portraits/men/65.jpg,gold,roger57@example.com,0,2025-06-29 20:04:46.787331,t,2025-06-29 20:04:46.787331
146,Marcel,56,Reims,"Artiste amateur, je peins et dessine pour exprimer ma créativité.","[""Musique"",""Photographie"",""Cyclisme"",""Marche""]",https://randomuser.me/api/portraits/men/46.jpg,premium,marcel56@example.com,0,2025-06-29 20:04:46.890439,t,2025-06-29 20:04:46.890439
147,Christian,51,Montpellier,"Veuve depuis peu, je souhaite retrouver la joie de partager avec quelqu'un de spécial.","[""Jardinage"",""Natation""]",https://randomuser.me/api/portraits/men/59.jpg,gratuit,christian51@example.com,0,2025-06-29 20:04:46.994143,t,2025-06-29 20:04:46.994143
148,Henri,74,Lyon,"Amoureuse de la nature, je profite de ma retraite pour découvrir de nouveaux horizons.","[""Yoga"",""Cinéma""]",https://randomuser.me/api/portraits/men/40.jpg,premium,henri74@example.com,0,2025-06-29 20:04:47.098658,t,2025-06-29 20:04:47.098658
149,Louis,68,Angers,"Ancien professeur, je cultive ma curiosité à travers les voyages et la lecture.","[""Marche"",""Randonnée"",""Jardinage""]",https://randomuser.me/api/portraits/men/61.jpg,gold,louis68@example.com,0,2025-06-29 20:04:47.201988,t,2025-06-29 20:04:47.201988
